Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Ivy,IVY-1539,NullPointerException in dependencytree with no dependencies,Bug,Resolved,Major,Fixed,Maarten Coene,Brett Wooldridge,Brett Wooldridge,12/1/2015 4:28,,11/9/2016 0:49,11/9/2016 0:49,2.4.0,master,Ant,,1,3,,,,,,,,,"When running <ivy:dependencytree /> in a project with no declared dependencies a NPE is generated: 

{code:java} 
/Users/brettw/Documents/lvi/netld/netld/common.xml:16: java.lang.NullPointerException 
at org.apache.ivy.ant.IvyDependencyTree.printDependencies(IvyDependencyTree.java:56) 
at org.apache.ivy.ant.IvyDependencyTree.doExecute(IvyDependencyTree.java:52) 
at org.apache.ivy.ant.IvyTask.execute(IvyTask.java:271) 
at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:293) 
at sun.reflect.GeneratedMethodAccessor4.invoke(Unknown Source) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 
at java.lang.reflect.Method.invoke(Method.java:497) 
at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106) 
at org.apache.tools.ant.Task.perform(Task.java:348) 
at org.apache.tools.ant.Target.execute(Target.java:435) 
at org.apache.tools.ant.Target.performTasks(Target.java:456) 
at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1405) 
at org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets(SingleCheckExecutor.java:38) 
at org.apache.tools.ant.Project.executeTargets(Project.java:1260) 
at org.apache.tools.ant.taskdefs.Ant.execute(Ant.java:441) 
at org.apache.tools.ant.taskdefs.SubAnt.execute(SubAnt.java:309) 
at org.apache.tools.ant.taskdefs.SubAnt.execute(SubAnt.java:224) 
at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:293) 
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 
at java.lang.reflect.Method.invoke(Method.java:497) 
at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106) 
at org.apache.tools.ant.Task.perform(Task.java:348) 
at org.apache.tools.ant.Target.execute(Target.java:435) 
at org.apache.tools.ant.Target.performTasks(Target.java:456) 
at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1405) 
at org.apache.tools.ant.Project.executeTarget(Project.java:1376) 
at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:41) 
at org.apache.tools.ant.Project.executeTargets(Project.java:1260) 
at org.apache.tools.ant.Main.runBuild(Main.java:853) 
at org.apache.tools.ant.Main.startAnt(Main.java:235) 
at org.apache.tools.ant.launch.Launcher.run(Launcher.java:285) 
at org.apache.tools.ant.launch.Launcher.main(Launcher.java:112) 
{code} 
",,,,,,,,4/19/2016 7:01,,,,"34 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2p3iv:
Ivy,IVY-1540,Infinite loop in dependencytree,Bug,Resolved,Major,Fixed,Nicolas Lalevée,Brett Wooldridge,Brett Wooldridge,12/1/2015 7:58,7/10/2017 11:53,6/1/2017 12:11,6/1/2017 12:11,2.4.0,master,Ant,,0,2,,,,,,,IVY-1490,,"A 3rd party library with circular dependencies causes an infinite loop displaying the dependency tree. The code needs to use a hashmap or hashset to track what has been displayed in a given tree branch and bail when it encounters a node previously occurring in the branch. 

This dependency is circular, and can be used for testing: 

org.apache.xmlgraphics#batik-bridge;1.7 
",,,,,,,,5/23/2017 9:03,,,,"5 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2p3q7:
Ivy,IVY-1541,resolve failure when run in parallel,Bug,Resolved,Major,Won't Fix,Unassigned,Mick Reilly,Mick Reilly,12/9/2015 10:38,,6/1/2017 12:41,6/1/2017 12:41,2.4.0,,"Ant, Core",,0,3,,,,,,,,,"resolve fails when using the ant-contrib for task in parallel. 
The line that fails is this: 
<ivy:resolve file=""${common.t24ivy.xml}"" haltonfailure=""${haltonfailure}"" revision=""1.0.0""/> 

I fixed this locally by making the parseDescriptor method in XmlModuleDescriptorParser synchronized. 

The error output is as below: 
[echo] BUILD FAILED 
[echo] D:\Development\DEV\workspace\UTPDemo\T24BuildDependencies\resources\t24ivy\t24ivy.xml:328: syntax errors in ivy file: java.text.ParseException: exception occurred while parsing file:/D:/Development/DEV/workspace/UTPDemo/T24BuildDependencies/build/t24common-version-all.xml 
[echo] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.toIvyFile(XmlModuleDescriptorParser.java:167) 
[echo] at org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toIvyFile(DefaultModuleDescriptor.java:560) 
[echo] at org.apache.ivy.core.cache.DefaultResolutionCacheManager.saveResolvedModuleDescriptor(DefaultResolutionCacheManager.java:167) 
[echo] at org.apache.ivy.core.resolve.ResolveEngine.resolve(ResolveEngine.java:243) 
[echo] at org.apache.ivy.core.resolve.ResolveEngine.resolve(ResolveEngine.java:195) 
[echo] at org.apache.ivy.Ivy.resolve(Ivy.java:507) 
[echo] at org.apache.ivy.ant.IvyResolve.doExecute(IvyResolve.java:326) 
[echo] at org.apache.ivy.ant.IvyTask.execute(IvyTask.java:277) 
[echo] Errors: 
[echo] at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:292) 
[echo] at sun.reflect.GeneratedMethodAccessor4.invoke(Unknown Source) 
[echo] | Generating : DX_CloseoutAssign at 11/13/2015 11:11:07 AM 
[echo] at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 
[echo] at java.lang.reflect.Method.invoke(Method.java:606) 
[echo] at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106) 
[echo] at org.apache.tools.ant.Task.perform(Task.java:348) 
[echo] at org.apache.tools.ant.Target.execute(Target.java:435) 
[echo] at org.apache.tools.ant.Target.performTasks(Target.java:456) 
[echo] at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1393) 
[echo] at org.apache.tools.ant.Project.executeTarget(Project.java:1364) 
[echo] at org.apache.tools.ant.helper.DefaultExecutor.executeTargets(DefaultExecutor.java:41) 
[echo] at org.apache.tools.ant.Project.executeTargets(Project.java:1248) 
[echo] at org.apache.tools.ant.Main.runBuild(Main.java:851) 
[echo] at org.apache.tools.ant.Main.startAnt(Main.java:235) 
[echo] at org.apache.tools.ant.launch.Launcher.run(Launcher.java:280) 
[echo] at org.apache.tools.ant.launch.Launcher.main(Launcher.java:109) 
[echo] Caused by: org.xml.sax.SAXParseException; systemId: file:/D:/Development/DEV/workspace/UTPDemo/T24BuildDependencies/build/t24common-version-all.xml; lineNumber: 1; columnNumber: 1; Premature end of file. 
[echo] at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:198) 
[echo] at com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:177) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:441) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:368) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1436) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver.next(XMLDocumentScannerImpl.java:1019) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:606) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.next(XMLNSDocumentScannerImpl.java:117) 
[echo] at com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:510) 
[echo] at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:848) 
[echo] at com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:777) 
[echo] at com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141) 
[echo] at com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser.parse(AbstractSAXParser.java:1213) 
[echo] at com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser.parse(SAXParserImpl.java:649) 
[echo] at com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl.parse(SAXParserImpl.java:333) 
[echo] at org.apache.ivy.util.XMLHelper.parse(XMLHelper.java:146) 
[echo] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.update(XmlModuleDescriptorUpdater.java:1243) 
[echo] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater.update(XmlModuleDescriptorUpdater.java:144) 
[echo] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.toIvyFile(XmlModuleDescriptorParser.java:158) 
[echo] ... 23 more 
[echo] 
[echo] Total time: 2 seconds 

This relates to a similar issue in gradle: 

https://issues.gradle.org/browse/GRADLE-2486 


",,,,,,,,5/26/2017 11:39,,,,"5 weeks, 3 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2pnjr:
Ivy,IVY-1542,several errors in quickstart guide,Bug,Open,Minor,Unresolved,Unassigned,chris,chris,1/20/2016 1:04,,1/20/2016 1:04,,2.4.0,,Documentation,,0,1,,,,,,,,"Seen on Chrome running on MacOS, but this is not a platform issue","The QuickStart Guide found at 
http://ant.apache.org/ivy/history/latest-milestone/tutorial/start.html 
has a couple errors: 

* tries to load non-existent css file http://ant.apache.org/ivy/style/xmlverbatim.css 
* tries to load non-existent image file http://ant.apache.org/ivy/images/background.png 
* Code examples are missing. About 2/3 of the way down the page are two code examples that are rendering as just a black rectangle for me. The underlying html looks like it has <pre> tags with no content. 
{code:html} 
<div class=""shell""><pre> 
</pre></div> 
{code}",,,,,,,documentation,,,,,"1 year, 24 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2rpq7:
Ivy,IVY-1543,Allow artifact resolution with branches to fall through to a branchless release repo during ivy:resolve,Improvement,Open,Minor,Unresolved,Unassigned,Glenn Buckholz,Glenn Buckholz,3/8/2016 20:30,,3/8/2016 20:30,,unspecified,2.4.0-RC1,Ant,,0,1,,,,,,,,,"Currently we use feature branches. Our java project is about 40 modules. Each module is an ivy artifact. An artifact is either just a jar file OR a jar file and a tar file OR two jar files and a zip file. 

We use ivy branches that map to our svn branches. This way one feature can keep the binary dependencies within the branch. I've set up a chain resolver that looks for artifacts in three repositories, a local snapshot repo, an integration repo, and a release candidate repo. When I use the latest.integration keyword I search all three repos and pull down the highest version artifact of all the artifacts are jar files with a default name pattern. In order to organize the snapshot and integration repo's I use a branch. However, a branch does not make sense in the context of a release or release candidate repo, these artifacts are ready for general consumption. If I have an artifact that has files that do not conform to the default naming convention OR are not jar files the chain resolver will not download them from the release candidate or release repos if a branch is specified. If a released a artifact is greater in version than the one on my branch I would like to get that one instead. 

For released higher versioned artifacts I would like to be able to ignore the branch so they resolve by either setting a parameter OR having ivy know that branch isn't a deciding factor on how to resolve when I specify the ivy or artifact pattern for the ibiblo repo or url repo type without the branch variable. 

Example: 
<url name=""chain2-releases"" m2compatible=""true"" > 
<ivy pattern=""${nexus-releases}/[organisation]/[module]/[revision]/ivy-[revision].xml"" /> 
<artifact pattern=""${nexus-releases}/[organisation]/[module]/[revision]/[artifact]-[revision].[ext]"" /> 
</url> 

should resolve an artifact of higher version in: 

<ivy:resolve> 
<dependency org=""my.org"" name=""MODULE1"" rev=""latest.integration"" branch=""${branch.name}"" conf=""default"" /> 
<dependency org=""my.org"" name=""MODULE2"" rev=""latest.integration"" branch=""${branch.name}"" conf=""default"" /> 
</ivy:resolve> 
<ivy:retrieve conf=""default"" pattern=""${lib}/[artifact](-[classifier]).[ext]"" /> 

EVEN IF branch.name is specified and the artifact in chain2-releases had no branch in the metadata. 

Stated another way: 
In a chain resolver given repositories that are branch and non branch aware, I would like ivy to resolve to the highest version number across all repos even if it is not in the branch. 


If ivy handled this it would make our build/integration scripts much less complex. 


",,,,,,,features,,,,,"1 year, 17 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2ucwv:
Ivy,IVY-1544,The command line box on the website is shown only as a wide black box without content,Documentation,Open,Minor,Unresolved,Unassigned,Daniel Migowski,Daniel Migowski,3/15/2016 20:28,,3/15/2016 20:28,,,,Documentation,,0,1,,,,,,,,Firefox 44.? and 45.0 (current),,,,,,,,,,,,,"1 year, 16 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2uqcv:
Ivy,IVY-1545,Cycle in parent POM ancestry yields StackOverflowError in PomModuleDescriptorParser,Bug,Open,Minor,Unresolved,Unassigned,Brett Randall,Brett Randall,3/27/2016 1:58,,3/27/2016 3:25,,"2.4.0, master",,Maven Compatibility,,0,1,,14400,14400,,0%,,,,"If the parent-hierarchy of a POM contains a cycle, or the artifact references itself as its parent, a {{StackOverflowError}} as {{PomModuleDescriptorParser}} recursively attempts to walk the parent ancestry (see stack trace below). It does this while it looks for properties in parent POMs. Obviously the artifact and/or parent structure is bad (contains a cycle) and needs to be corrected, but it would be helpful if Ivy threw a more meaningful error in this case. 

This can be exposed with two new tests I authored, {{ResolveTest#testErrorResolveMaven2ParentPomWithCycle()}} and {{ResolveTest#testErrorResolveMaven2SelfAsParent()}}. 

My solution is to {{pushNewCopyContext}} on entry to {{parseDescriptor}}, then get/add a new {{LinkedHashSet}} to track parents seen in a walk, and throw a {{CircularDependencyException}} should we encounter a cycle. 

{noformat} 
java.lang.StackOverflowError 
at java.lang.String.checkBounds(String.java:370) 
at java.lang.String.<init>(String.java:415) 
at java.lang.String.<init>(String.java:481) 
at java.io.UnixFileSystem.canonicalize0(Native Method) 
at java.io.UnixFileSystem.canonicalize(UnixFileSystem.java:172) 
at java.io.File.getCanonicalPath(File.java:618) 
at java.io.FilePermission$1.run(FilePermission.java:221) 
at java.io.FilePermission$1.run(FilePermission.java:209) 
at java.security.AccessController.doPrivileged(Native Method) 
at java.io.FilePermission.init(FilePermission.java:209) 
at java.io.FilePermission.<init>(FilePermission.java:285) 
at sun.net.www.protocol.file.FileURLConnection.getPermission(FileURLConnection.java:225) 
at sun.net.www.protocol.jar.JarFileFactory.getPermission(JarFileFactory.java:156) 
at sun.net.www.protocol.jar.JarFileFactory.getCachedJarFile(JarFileFactory.java:126) 
at sun.net.www.protocol.jar.JarFileFactory.get(JarFileFactory.java:81) 
at sun.net.www.protocol.jar.JarURLConnection.connect(JarURLConnection.java:122) 
at sun.net.www.protocol.jar.JarURLConnection.getInputStream(JarURLConnection.java:150) 
at java.net.URLClassLoader.getResourceAsStream(URLClassLoader.java:233) 
at javax.xml.parsers.SecuritySupport$4.run(SecuritySupport.java:94) 
at java.security.AccessController.doPrivileged(Native Method) 
at javax.xml.parsers.SecuritySupport.getResourceAsStream(SecuritySupport.java:87) 
at javax.xml.parsers.FactoryFinder.findJarServiceProvider(FactoryFinder.java:283) 
at javax.xml.parsers.FactoryFinder.find(FactoryFinder.java:255) 
at javax.xml.parsers.DocumentBuilderFactory.newInstance(DocumentBuilderFactory.java:121) 
at org.apache.ivy.util.XMLHelper.getDocBuilder(XMLHelper.java:228) 
at org.apache.ivy.util.XMLHelper.parseToDom(XMLHelper.java:222) 
at org.apache.ivy.plugins.parser.m2.PomReader.<init>(PomReader.java:121) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:119) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:109) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager$MyModuleDescriptorProvider.provideModule(DefaultRepositoryCacheManager.java:826) 
at org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(ModuleDescriptorMemoryCache.java:68) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(DefaultRepositoryCacheManager.java:843) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DefaultRepositoryCacheManager.java:1358) 
at org.apache.ivy.plugins.resolver.BasicResolver.parse(BasicResolver.java:538) 
at org.apache.ivy.plugins.resolver.BasicResolver.getDependency(BasicResolver.java:273) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:103) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseOtherPom(PomModuleDescriptorParser.java:394) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:139) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:109) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager$MyModuleDescriptorProvider.provideModule(DefaultRepositoryCacheManager.java:826) 
at org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(ModuleDescriptorMemoryCache.java:68) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(DefaultRepositoryCacheManager.java:843) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DefaultRepositoryCacheManager.java:1358) 
at org.apache.ivy.plugins.resolver.BasicResolver.parse(BasicResolver.java:538) 
at org.apache.ivy.plugins.resolver.BasicResolver.getDependency(BasicResolver.java:273) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:103) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseOtherPom(PomModuleDescriptorParser.java:394) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:139) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:109) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager$MyModuleDescriptorProvider.provideModule(DefaultRepositoryCacheManager.java:826) 
at org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(ModuleDescriptorMemoryCache.java:68) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(DefaultRepositoryCacheManager.java:843) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DefaultRepositoryCacheManager.java:1358) 
at org.apache.ivy.plugins.resolver.BasicResolver.parse(BasicResolver.java:538) 
at org.apache.ivy.plugins.resolver.BasicResolver.getDependency(BasicResolver.java:273) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:103) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseOtherPom(PomModuleDescriptorParser.java:394) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:139) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:109) 
{noformat}",,0%,0%,,14400,14400,,,,,,"1 year, 15 weeks, 1 day ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2v9d3:
Ivy,IVY-1546,Ibiblio maven 1 gone now too?,Bug,Open,Minor,Unresolved,Unassigned,Brett Randall,Brett Randall,3/27/2016 3:41,,3/27/2016 3:41,,master,,Maven Compatibility,,0,1,,7200,7200,,0%,,,,"Despite the efforts of: 

{noformat} 
commit 09b1a632c17b34650d2bcf748be14690c9882e52 
Author: Nicolas Lalevée <nicolas.lalevee@hibnet.org> 
Date: Mon Sep 7 01:28:55 2015 +0200 

Seems there is one last Maven 1 repo available 
{noformat} 

I now see 6 tests failing in {{IBiblioResolverTest}} and {{URLResolverTest}}, and http://mirrors.ibiblio.org/maven/ is now empty. Perhaps it was mirroring central. Will either need local repo for maven1 tests, or retire tests. I've not seen a single Maven1 use in my work in more than 5 years, so perhaps it is time ...",,0%,0%,,7200,7200,,,,,,"1 year, 15 weeks, 1 day ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2v9en:
Ivy,IVY-1547,"Exlusion of configurations (*,!myconf->@) not working",Bug,Open,Major,Unresolved,Unassigned,Andreas Felder,Andreas Felder,4/19/2016 8:47,,4/19/2016 8:47,,2.4.0,,Core,,0,1,,,,,,,,,"As described in Ivy manual section dependencies/dependency/conf (http://ant.apache.org/ivy/history/2.4.0/ivyfile/dependency.html): 

{quote} 
since 1.4 you can use * wildcard followed by negated configurations to mean all but xxx. For instance, '*, !A, !B -> X' means that X dependency configuration is required in all master configurations except A and B. 
{quote} 

I'm not sure if I understand it correctly, but in any way I tried this it doesn't work. 

Here is my ivy.xml, configurations are the same for Module A and B 
{code} 
<ivy-module version=""2.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" 
xsi:noNamespaceSchemaLocation=""http://ant.apache.org/ivy/schemas/ivy.xsd""> 
<info organisation=""company"" module=""B"" status=""${ivyStatus}"" branch=""${branch}"" /> 
<configurations> 
<conf name=""default"" visibility=""public"" description=""runtime dependencies and master artifact can be used with this conf"" extends=""runtime,master""/> 
<conf name=""master"" visibility=""public"" description=""contains only the artifact published by this module itself, with no transitive dependencies""/> 
<conf name=""compile"" visibility=""public"" description=""this is the default scope, used if none is specified. Compile dependencies are available in all classpaths."" extends=""third-party"" /> 
<conf name=""runtime"" visibility=""public"" description=""this scope indicates that the dependency is not required for compilation, but is for execution. It is in the runtime and test classpaths, but not the compile classpath."" extends=""compile""/> 

<conf name=""third-party"" visibility=""public"" description=""Resolves all 3rparty libraries like commons-io, etc."" /> 
<conf name=""javadoc"" visibility=""public"" description=""javadoc deps"" extends=""javadoc-published"" /> 
<conf name=""javadoc-published"" visibility=""public"" description=""javadoc deps""/> 
<conf name=""source"" visibility=""public"" description=""contains a jar with sources. Could be helpful for debug."" /> 
<conf name=""custom"" visibility=""public"" description=""not in use in here"" /> 
</configurations> 
<publications> 
</publications> 
<dependencies> 
<dependency org=""prostep"" name=""A"" rev=""latest.integration"" conf=""*,!custom->@"" branch=""${branch}"" /> 

<dependency org=""org.jsoup"" name=""jsoup"" rev=""1.8.1"" conf=""third-party->default;javadoc,javadoc-published->javadoc;source->sources"" /> 

<dependency org=""com.sun.jersey"" name=""jersey-core"" rev=""1.19"" conf=""third-party->default;javadoc,javadoc-published->javadoc;source->sources"" /> 
</dependencies> 
</ivy-module> 
{code} 

If I tried it this way I got: 
{quote} 
:: problems summary :: 
:::: WARNINGS 
:::::::::::::::::::::::::::::::::::::::::::::: 

:: UNRESOLVED DEPENDENCIES :: 

:::::::::::::::::::::::::::::::::::::::::::::: 

:: company#A#product;revision-1.0: configuration not public in company#A#product;revision-1.0: 'custom'. It was required from company#B#product;working@DSK-13-019 custom 

:::::::::::::::::::::::::::::::::::::::::::::: 
{quote} 

If I make configuration 'custom' public I got no errors, but the configuration is resolved.",,,,,,,,,,,,"1 year, 11 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i2wb73:
Ivy,IVY-1548,f,Bug,Closed,Major,Not A Problem,Unassigned,Morakot Choetkiertikul,Morakot Choetkiertikul,7/26/2016 2:11,,7/26/2016 2:12,7/26/2016 2:12,,,,,0,1,,,,,,,,,,,,,,,,,,,,,"49 weeks, 6 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i31hnr:
Ivy,IVY-1549,checkIfChanged is not settable attribute for checkdepsupdate ant task,Bug,Resolved,Major,Fixed,Maarten Coene,Timothy E Cronin,Timothy E Cronin,9/14/2016 15:36,,11/9/2016 0:04,11/9/2016 0:04,2.4.0,master,Ant,,0,2,,,,,,,,,"tried using the ant task and get unsupported attribute error for checkIfChanged 

looking at the source for IvyDependencyUpdateChecker there's a private member but no getter/setter",,,,,,,,11/9/2016 0:04,,,,"34 weeks, 5 days ago",,9.22337E+18,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,9.22337E+18,,,,,,,,0|i33mkv:
